millis,sens0,sens1,sens2
73667,469,454,467
73706,457,502,261
73746,457,547,418
73785,472,482,480
73824,466,443,418
73863,454,499,372
73903,464,487,530
73942,449,484,440
73981,459,417,430
74020,495,423,469
74060,458,323,468
74099,461,446,535
74145,451,562,458
74184,469,469,498
74223,462,353,478
74263,463,418,504
74302,457,444,467
74341,472,443,453
74381,458,487,487
74420,467,454,466
74462,457,452,476
74501,460,493,465
74548,455,429,455
74592,469,471,475
74636,472,393,464
74680,457,481,465
74724,470,416,465
74768,471,460,461
74821,469,463,466
74860,466,470,465
74900,465,497,464
74939,471,484,464
74979,459,480,460
75018,466,478,465
75057,466,479,462
75097,458,465,462
75136,467,446,463
75176,469,485,471
75215,457,468,447
75261,465,448,470
75301,467,440,428
75340,474,453,464
75379,465,480,463
75419,472,448,461
75458,473,482,458
75498,464,462,470
75537,470,433,462
75577,467,482,471
75616,464,466,462
75655,473,436,485
75695,464,438,466
75741,474,464,464
75781,470,471,444
75820,469,474,463
75859,471,450,512
75899,467,448,342
75938,468,441,455
75978,466,442,507
76017,467,392,479
76057,473,497,466
76096,472,493,503
76144,462,535,436
76188,455,398,522
76231,461,422,452
76275,451,457,503
76319,465,343,418
76370,472,476,466
76409,462,537,447
76448,451,505,440
76487,471,451,473
76527,465,445,439
76566,459,377,440
76605,466,534,430
76644,461,397,456
76684,462,482,474
76723,468,473,445
76762,457,480,462
76801,464,481,449
76841,470,471,482
76880,461,479,461
76919,468,464,473
76961,457,405,461
77000,463,403,464
77039,470,467,469
77079,466,489,460
77118,455,465,453
77157,475,479,458
77196,465,488,473
77236,463,452,459
77275,477,478,465
77314,466,452,471
77354,469,468,464
77393,468,482,463
77439,473,457,470
77478,459,479,468
77517,463,455,466
77557,468,469,463
77596,462,466,461
77635,464,466,464
77683,460,481,459
77727,470,453,465
77771,471,409,465
77815,457,460,481
77859,468,478,467
77903,464,466,468
77942,466,471,464
77982,465,455,477
78021,474,456,466
78060,465,470,447
78100,462,455,468
78139,474,457,445
78179,463,458,464
78221,469,413,464
78260,469,476,457
78299,462,466,464
78339,470,447,469
78378,466,461,460
78418,463,457,451
78457,470,487,470
78496,458,456,468
78542,469,487,466
78582,461,420,466
78621,467,450,467
78661,474,514,462
78713,461,454,461
78753,472,469,464
78792,469,430,455
78832,462,457,473
78872,470,445,463
78911,468,465,464
78951,459,462,470
78990,474,456,465
79030,458,476,463
79069,469,454,471
79109,471,475,466
79148,458,475,462
79188,467,470,463
79227,464,498,465
79275,463,490,465
79318,461,446,463
79362,461,474,462
79406,477,463,467
79450,462,428,461
79496,464,476,454
79536,476,466,470
79575,482,478,468
79614,469,475,473
79660,472,483,465
79699,462,439,466
79738,468,453,456
79778,457,462,462
79817,457,461,464
79856,469,487,468
79896,463,479,463
79935,461,456,460
79974,468,470,464
80013,455,470,459
80053,459,454,455
80092,469,446,457
80131,463,454,460
80171,474,466,459
80210,467,474,458
80249,462,449,461
80288,470,439,463
80328,466,462,470
80367,460,463,467
80406,469,484,466
80445,463,471,468
80485,465,436,469
80524,470,467,463
80563,462,476,463
80603,464,462,459
80642,466,476,464
80681,463,471,469
80740,477,457,464
80779,467,468,462
80827,466,478,466
80871,469,466,465
80915,458,471,470
80959,472,442,461
81003,468,438,472
81047,468,484,466
81088,469,462,462
81127,469,441,467
